序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
433,301563,云汉芯城,2025-11-12,3家机构买入，成功率6.75%,185.51,1.9342,-125217891.49,66862602.36,192080493.85,258943096.21,966274270.0,-12.95883533047,26.798094935302,36.7626,2588181722.1,日换手率达到30%的前5只证券,-0.86787774,-6.09131583,,
434,301563,云汉芯城,2025-11-03,5家机构买入，成功率14.07%,228.28,11.8088,-40361951.8,171421168.33,211783120.13,383204288.46,1335015343.0,-3.023332429221,28.704111190129,43.9892,3184896358.8,日换手率达到30%的前5只证券,-0.42929735,-5.37935868,-14.88522867,
435,301584,建发致新,2025-11-14,4家机构卖出，成功率12.59%,36.0,-3.3298,-26165243.5,103747328.05,129912571.55,233659899.6,888485795.0,-2.944925360343,26.298664639878,46.675,1815258708.0,日换手率达到30%的前5只证券,,,,
436,301584,建发致新,2025-11-13,4家机构买入，成功率36.11%,37.24,2.0833,32220102.14,153983754.2,121763652.06,275747406.26,943231697.0,3.415926568464,29.234323564086,51.3026,1877784285.72,日换手率达到30%的前5只证券,-3.32975295,,,
437,301584,建发致新,2025-11-12,4家机构买入，成功率41.58%,36.48,14.6449,87026903.17,141023025.15,53996121.98,195019147.13,1036405585.0,8.396992878999,18.81687535773,57.6143,1839462157.44,日换手率达到30%的前5只证券,2.08333333,-1.31578947,,
438,301584,建发致新,2025-11-04,3家机构买入，成功率28.08%,35.42,5.1975,-10334005.27,66810277.3,77144282.57,143954559.87,646417678.0,-1.598657589621,22.269588962262,36.9354,1786012873.26,日换手率达到30%的前5只证券,-4.57368718,-7.96160361,-10.16374929,
439,301668,昊创瑞通,2025-11-05,西藏自治区资金买入，成功率39.43%,63.89,6.6611,-6788677.73,33554106.8,40342784.53,73896891.33,608580787.0,-1.115493271397,12.142494950305,42.493,1472540936.74,日换手率达到30%的前5只证券,-6.82422914,-10.47112224,-10.95633119,
440,600067,冠城新材,2025-11-10,普通席位买入，成功率45.10%,4.58,10.0962,36093802.07,73268505.23,37174703.16,110443208.39,495923157.0,7.278103786954,22.270226108841,8.128,6373842824.62,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,4.58515284,2.62008734,,
441,600067,冠城新材,2025-11-04,买一主买，成功率47.72%,4.47,10.0985,22808423.63,81933538.63,59125115.0,141058653.63,854522257.0,2.669143307054,16.5073118312,14.5727,6220759263.33,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-0.44742729,-8.05369128,7.15883669,
442,600067,冠城新材,2025-11-04,普通席位买入，成功率44.62%,4.47,10.0985,20988820.25,150172219.0,129183398.75,279355617.75,2004552979.0,1.047057397329,13.936055603248,14.5727,6220759263.33,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-0.44742729,-8.05369128,7.15883669,
443,600078,澄星股份,2025-11-12,上海资金卖出，成功率58.98%,12.06,-10.0,-93702523.82,71498809.0,165201332.82,236700141.82,979009672.0,-9.571154044738,24.177508005253,12.1796,7990628703.66,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,6.13598673,3.23383085,,
444,600078,澄星股份,2025-11-07,买一主买，成功率51.98%,11.94,10.0461,125679933.0,256699469.0,131019536.0,387719005.0,1242916440.0,10.111696084734,31.194293720984,3.9032,7911119960.34,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.96649916,12.2278057,4.27135678,
445,600078,澄星股份,2025-11-07,买一主买，成功率51.21%,11.94,10.0461,63254082.0,96271230.0,33017148.0,129288378.0,302660303.0,20.899365186983,42.71732259516,3.9032,7911119960.34,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,9.96649916,12.2278057,4.27135678,
446,600078,澄星股份,2025-11-06,买一主买，成功率51.88%,10.85,10.0406,75246513.0,196237779.0,120991266.0,317229045.0,940256137.0,8.002767548009,33.738577448923,13.4885,7188915541.85,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.04608295,21.01382488,17.97235023,
447,600089,特变电工,2025-11-05,上海资金买入，成功率50.09%,24.11,9.9909,758881391.66,3211056990.51,2452175598.85,5663232589.36,29741527826.0,2.551588459409,19.041498548737,8.8612,121822828886.81,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,5.51638324,9.91289921,1.24429697,
448,600094,大名城,2025-11-14,卖一主卖，成功率32.84%,4.64,-9.5517,16697875.59,139391009.59,122693134.0,262084143.59,660745646.0,2.527126087184,39.664906636403,6.613,9911213869.755,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
449,600094,大名城,2025-11-11,买一主买，成功率30.29%,5.79,10.076,-71062778.38,148260341.01,219323119.39,367583460.4,781026621.0,-9.098637161562,47.064139751006,6.4779,12358365513.205,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-5.69948187,-11.39896373,,
450,600095,湘财股份,2025-11-12,2家机构卖出，成功率39.40%,11.65,-8.123,-38487102.77,88852445.3,127339548.07,216191993.37,1545373821.0,-2.490472029939,13.989624415283,4.6335,33309537205.95,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,0.51502146,-1.45922747,,
451,600107,ST尔雅,2025-11-14,普通席位买入，成功率56.24%,7.62,4.9587,-16580749.8,32327262.0,48908011.8,81235273.8,231733008.0,-7.155109210855,35.055547114807,4.3142,2743200000.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,,,,
452,600107,ST尔雅,2025-11-10,普通席位卖出，成功率48.88%,6.93,-4.9383,3396940.91,49297713.4,45900772.49,95198485.89,227630444.0,1.492305181288,41.82150867746,4.2799,2494800000.0,ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券,-5.05050505,-0.28860029,,
453,600113,浙江东日,2025-11-11,买一主买，成功率68.34%,53.27,9.9938,75229577.98,142106244.78,66876666.8,208982911.58,657452811.0,11.442582147542,31.786754590361,1.044,21916937893.2,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.00563169,12.31462362,,
454,600152,维科技术,2025-11-13,买一主买，成功率39.71%,7.88,10.0559,32100052.0,62717279.0,30617227.0,93334506.0,208556670.0,15.391524998937,44.752587390276,5.0767,4169145475.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,3.55329949,,,
455,600172,黄河旋风,2025-11-11,买一主买，成功率46.53%,7.62,9.9567,54584116.76,483817926.24,429233809.48,913051735.72,4429756945.0,1.2322147115,20.611779541327,15.2955,9725068815.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-5.38057743,-5.77427822,,
456,600218,全柴动力,2025-11-06,普通席位买入，成功率59.08%,10.85,10.0406,90503383.0,116119089.0,25615706.0,141734795.0,331660368.0,27.287970385416,42.734920622171,7.1332,4726259121.15,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-0.92165899,3.13364055,-4.05529954,
457,600292,远达环保,2025-11-11,卖一主卖，成功率35.44%,14.95,-9.9398,-140406297.11,225667150.91,366073448.02,591740598.93,1768080938.0,-7.941169099918,33.467958746242,14.3019,11673212505.5,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-2.34113712,-4.88294314,,
458,600292,远达环保,2025-11-07,普通席位买入，成功率39.37%,16.86,9.9804,191853394.15,501622369.97,309768975.82,811391345.79,2713576418.0,7.07013050664,29.9011791379,7.0503,13164572765.4,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-1.54211151,-11.32858837,-16.96322657,
459,600302,标准股份,2025-11-06,卖一主卖，成功率34.04%,10.99,-9.9918,-59451286.27,35947609.12,95398895.39,131346504.51,641771535.0,-9.263621558099,20.466240296868,16.2253,3802647745.96,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-3.54868062,3.18471338,-1.91082803,
460,600302,标准股份,2025-11-06,卖一主卖，成功率34.04%,10.99,-9.9918,-59451286.27,35947609.12,95398895.39,131346504.51,641771535.0,-9.263621558099,20.466240296868,16.2253,3802647745.96,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-3.54868062,3.18471338,-1.91082803,
461,600302,标准股份,2025-11-04,上海资金买入，成功率47.26%,11.1,10.0099,29173601.94,192783677.59,163610075.65,356393753.24,1633041097.0,1.78645852781,21.823930450662,17.0386,3840708824.4,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.0,-0.99099099,-3.6036036,
462,600308,华泰股份,2025-11-04,普通席位买入，成功率46.03%,4.5,10.0244,44809836.47,141442254.53,96632418.06,238074672.59,1125795249.0,3.980282960849,21.147244385822,12.6467,6825915792.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-1.77777778,-4.44444444,-5.55555556,
463,600327,大东方,2025-11-14,买一主买，成功率51.67%,5.58,10.0592,58959763.4,111626861.4,52667098.0,164293959.4,864273099.0,6.821890380277,19.009495909348,17.8017,4937069710.44,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
464,600340,华夏幸福,2025-11-14,普通席位买入，成功率49.16%,2.74,10.0402,54860814.3,69795184.3,14934370.0,84729554.3,162334026.0,33.79501861181,52.19457459892,1.5217,10667792869.88,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
465,600340,华夏幸福,2025-11-14,买一主买，成功率46.53%,2.74,10.0402,87018987.83,141712911.5,54693923.67,196406835.17,960114065.0,9.063401006421,20.456614722127,1.5217,10667792869.88,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
466,600340,华夏幸福,2025-11-13,买一主买，成功率51.55%,2.49,10.177,79055155.33,130560267.0,51505111.67,182065378.67,797780039.0,9.909392497347,22.821500886161,8.4244,9694454104.38,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.04016064,,,
467,600370,三房巷,2025-11-06,买一主买，成功率47.42%,2.59,10.2128,35260427.5,61317525.0,26057097.5,87374622.5,159262304.0,22.139845157584,54.86208619712,1.6188,10092387625.81,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-1.54440154,2.7027027,11.58301158,
468,600376,首开股份,2025-11-12,普通席位买入，成功率49.10%,6.13,10.0539,122407537.04,257361390.31,134953853.27,392315243.58,1323734280.0,9.247138106902,29.637008688783,8.5767,15812734933.46,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-3.58890701,-1.95758564,,
469,600403,大有能源,2025-11-11,买一主买，成功率45.32%,9.08,10.0606,113549004.4,209453254.0,95904249.6,305357503.6,1157683924.0,9.808290678139,26.376586671856,5.7099,21708576610.16,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-2.31277533,1.54185022,,
470,600403,大有能源,2025-11-06,普通席位卖出，成功率35.94%,8.15,-10.0442,-1621990.87,78783939.36,80405930.23,159189869.59,1317434150.0,-0.123117415015,12.083326486565,6.6446,19485121076.3,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,1.71779141,1.22699387,13.12883436,
471,600403,大有能源,2025-11-05,普通席位买入，成功率33.70%,9.06,5.9649,-14264916.95,102766962.56,117031879.51,219798842.07,1838911106.0,-0.775726292775,11.952662711799,8.4741,21660760362.12,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-10.04415011,-8.49889625,-2.09713024,
472,600408,安泰集团,2025-11-14,2家机构买入，成功率27.12%,6.26,10.0176,100.0,10895311900.0,10895311800.0,21790623700.0,10895311800.0,9.17826e-07,200.000000917826,21.12,6302568000.0,有价格涨跌幅限制的连续10个交易日内收盘价格涨幅偏离值累计达到100%的证券,,,,
473,600408,安泰集团,2025-11-14,普通席位买入，成功率39.06%,6.26,10.0176,-29214053.86,221575291.18,250789345.04,472364636.22,2086430640.0,-1.400192908402,22.639843719895,21.12,6302568000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,
474,600408,安泰集团,2025-11-13,普通席位买入，成功率43.60%,5.69,10.058,60255503.77,174479038.96,114223535.19,288702574.15,770338675.0,7.821949711924,37.477356845676,13.5546,5728692000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.01757469,,,
475,600408,安泰集团,2025-11-12,买一主买，成功率46.48%,5.17,10.0,88340126.58,208360591.06,120020464.48,328381055.54,1582637252.0,5.581830357422,20.748978019127,31.4138,5205156000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.05802708,21.08317215,,
476,600408,安泰集团,2025-11-12,普通席位买入，成功率47.16%,5.17,10.0,76570798.7,293694887.36,217124088.66,510818976.02,2964234127.0,2.583156235958,17.23274728427,31.4138,5205156000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.05802708,21.08317215,,
477,600408,安泰集团,2025-11-11,普通席位买入，成功率40.22%,4.7,10.0703,1302480.92999999,116690958.69,115388477.76,232079436.45,1381596875.0,0.094273586859,16.797912665371,32.727,4731960000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,10.0,21.06382979,,
478,600408,安泰集团,2025-11-11,普通席位买入，成功率40.22%,4.7,10.0703,1302480.92999999,116690958.69,115388477.76,232079436.45,1381596875.0,0.094273586859,16.797912665371,32.727,4731960000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.0,21.06382979,,
479,600408,安泰集团,2025-11-11,普通席位买入，成功率40.22%,4.7,10.0703,1302480.92999999,116690958.69,115388477.76,232079436.45,1381596875.0,0.094273586859,16.797912665371,32.727,4731960000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,10.0,21.06382979,,
480,600408,安泰集团,2025-11-10,普通席位买入，成功率32.70%,4.27,7.2864,-23979898.0,118142721.0,142122619.0,260265340.0,1424060044.0,-1.683910597803,18.276289760153,33.1886,4299036000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.07025761,21.07728337,,
481,600408,安泰集团,2025-11-07,普通席位卖出，成功率47.13%,3.98,-4.3269,-69920758.55,119207615.5,189128374.05,308335989.55,1046173420.0,-6.683476870403,29.472741675085,25.5848,4007064000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,7.28643216,18.09045226,57.28643216,
482,600408,安泰集团,2025-11-06,普通席位买入，成功率47.16%,4.16,0.4831,-49564502.84,214908563.85,264473066.69,479381630.54,1573240035.0,-3.15047301984,30.470978355188,37.0139,4188288000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-4.32692308,2.64423077,36.77884615,
483,600408,安泰集团,2025-11-06,普通席位买入，成功率47.16%,4.16,0.4831,-49564502.84,214908563.85,264473066.69,479381630.54,1573240035.0,-3.15047301984,30.470978355188,37.0139,4188288000.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,-4.32692308,2.64423077,36.77884615,
484,600408,安泰集团,2025-11-05,普通席位买入，成功率43.99%,4.14,10.1064,7120658.93,67713904.08,60593245.15,128307149.23,441857312.0,1.611529047187,29.038140989279,10.8348,4168152000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,0.48309179,-3.8647343,24.87922705,
485,600408,安泰集团,2025-11-04,普通席位买入，成功率41.82%,3.76,9.9415,82746067.19,200763443.48,118017376.29,318780819.77,1359316233.0,6.087330172419,23.45155689537,27.3707,3785568000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,10.10638298,10.63829787,25.0,
486,600416,湘电股份,2025-11-07,1家机构卖出，成功率52.51%,15.21,-5.1154,-111246160.86,124204720.51,235450881.37,359655601.88,1844895985.0,-6.029942162837,19.494627599832,8.8101,20159432028.45,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-5.78566732,-5.65417488,-6.0486522,
487,600423,柳化股份,2025-11-10,买一主买，成功率48.24%,4.35,10.1266,21399185.42,63885625.0,42486439.58,106372064.58,367343648.0,5.82538599388,28.957099206463,10.7585,3474323363.1,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-0.68965517,-1.37931034,,
488,600429,三元股份,2025-11-14,1家机构卖出，成功率36.58%,6.55,-10.0275,-12762870.86,79015272.14,91778143.0,170793415.14,1136291413.0,-1.123204022664,15.030775836726,11.196,9809001140.3,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,
489,600429,三元股份,2025-11-13,普通席位买入，成功率53.69%,7.28,9.9698,-4680164.0,97832151.0,102512315.0,200344466.0,951932795.0,-0.491648572734,21.046072480358,8.0335,10902218061.28,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-10.02747253,,,
490,600429,三元股份,2025-11-11,普通席位买入，成功率30.00%,6.02,10.0548,-35725930.44,47578906.0,83304836.44,130883742.44,378673138.0,-9.434503495202,34.56377791445,1.3484,9015295704.52,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,9.96677741,20.93023256,,
491,600429,三元股份,2025-11-11,普通席位买入，成功率26.67%,6.02,10.0548,2282784.0,41964216.0,39681432.0,81645648.0,121565376.0,1.877824159405,67.161926106328,1.3484,9015295704.52,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,9.96677741,20.93023256,,
492,600444,国机通用,2025-11-03,上海资金买入，成功率58.46%,20.09,10.0219,65278364.0,92304748.0,27026384.0,119331132.0,233622655.0,27.941795285222,51.078578830465,7.98,2941616613.88,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,1.94126431,0.09955202,-0.94574415,
493,600475,华光环能,2025-11-03,普通席位买入，成功率46.22%,17.01,10.0259,56443610.87,146629747.96,90186137.09,236815885.05,665795471.0,8.477620129381,35.56886391767,4.2998,16038486250.29,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-0.82304527,4.29159318,2.35155791,
494,600506,统一股份,2025-11-14,买一主买，成功率47.56%,31.3,8.4922,89661169.0,185211838.0,95550669.0,280762507.0,1536463904.0,5.835553231454,18.273290135165,33.793,4623225124.9,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,
495,600506,统一股份,2025-11-13,普通席位卖出，成功率40.06%,28.85,-0.1039,-18534637.0,77814501.0,96349138.0,174163639.0,1211488663.0,-1.529905938542,14.376002377828,28.2405,4261343286.05,有价格涨跌幅限制的日换手率达到20%的前五只证券,8.49220104,,,
496,600506,统一股份,2025-11-11,普通席位买入，成功率45.76%,28.6,5.8475,55496681.4,138630324.75,83133643.35,221763968.1,1231540403.0,4.506281829229,18.007039603393,29.4342,4224416567.8,有价格涨跌幅限制的日换手率达到20%的前五只证券,0.97902098,0.87412587,,
497,600506,统一股份,2025-11-10,普通席位卖出，成功率39.05%,27.02,-9.1765,-20709681.74,96901629.06,117611310.8,214512939.86,1378773824.0,-1.50203618458,15.558239946685,33.8485,3991039708.46,有价格涨跌幅限制的日换手率达到20%的前五只证券,5.84752036,6.88378979,,
498,600506,统一股份,2025-11-07,普通席位买入，成功率64.13%,29.75,4.0938,-63850769.24,155168246.0,219019015.24,374187261.24,2059289695.0,-3.100621024571,18.170695563064,44.9397,4394279471.75,有价格涨跌幅限制的日换手率达到20%的前五只证券,-9.17647059,-3.86554622,5.21008403,
499,600506,统一股份,2025-11-06,普通席位买入，成功率52.00%,28.58,10.0077,74321294.79,340191987.91,265870693.12,606062681.03,3011813184.0,2.46765952101,20.122851053633,29.3406,4221462430.34,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,4.09377187,-5.45836249,0.94471659,
500,600506,统一股份,2025-11-05,西藏自治区资金买入，成功率41.15%,25.98,2.6472,-114661256.32,89932238.0,204593494.32,294525732.32,1313156326.0,-8.731729349336,22.428840077034,33.7794,3837424560.54,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.00769823,14.51116243,11.16243264,
501,600513,联环药业,2025-11-11,普通席位买入，成功率44.39%,24.0,7.4787,21849596.5,97283681.5,75434085.0,172717766.5,998951859.0,2.187252198707,17.289898901925,15.5457,6850950480.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-3.45833333,-2.45833333,,
502,600537,亿晶光电,2025-11-13,普通席位买入，成功率42.70%,4.81,1.9068,-44059045.6,124084842.64,168143888.24,292228730.88,1569624448.0,-2.806980080881,18.617748420799,27.4367,5693669236.58,有价格涨跌幅限制的日换手率达到20%的前五只证券,1.03950104,,,
503,600537,亿晶光电,2025-11-12,卖一主卖，成功率45.64%,4.72,-7.8125,-221663886.88,172317810.28,393981697.16,566299507.44,1926547312.0,-11.505758799657,29.394528954086,33.9311,5587134884.96,有价格涨跌幅限制的日换手率达到20%的前五只证券,1.90677966,2.96610169,,
504,600537,亿晶光电,2025-11-11,普通席位买入，成功率47.04%,5.12,10.1075,-60752688.98,150029543.42,210782232.4,360811775.82,2268981295.0,-2.677531503405,15.901928174335,38.4634,6060620892.16,有价格涨跌幅限制的日换手率达到20%的前五只证券,-7.8125,-6.0546875,,
505,600537,亿晶光电,2025-11-11,普通席位买入，成功率47.04%,5.12,10.1075,-60752688.98,150029543.42,210782232.4,360811775.82,2268981295.0,-2.677531503405,15.901928174335,38.4634,6060620892.16,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-7.8125,-6.0546875,,
506,600537,亿晶光电,2025-11-11,普通席位买入，成功率46.35%,5.12,10.1075,49063061.67,422131757.57,373068695.9,795200453.47,5027798408.0,0.975835896521,15.816076718683,38.4634,6060620892.16,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-7.8125,-6.0546875,,
507,600537,亿晶光电,2025-11-10,上海资金买入，成功率45.94%,4.65,5.2036,44124012.07,229844975.26,185720963.19,415565938.45,2293141500.0,1.924173107939,18.122123665286,41.1593,5504274833.7,有价格涨跌幅限制的日换手率达到20%的前五只证券,10.10752688,1.50537634,,
508,600550,保变电气,2025-11-13,买一主买，成功率45.03%,12.4,3.0756,-67056671.27,309059855.89,376116527.16,685176383.05,3628161838.0,-1.848227126135,18.884945425359,16.3301,22834953152.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-6.93548387,,,
509,600550,保变电气,2025-11-06,普通席位买入，成功率50.08%,10.9,9.9899,194956301.42,352260982.95,157304681.53,509565664.48,2691005781.0,7.244737369072,18.935881449153,2.1012,20072660432.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.28440367,8.25688073,13.76146789,
510,600556,天下秀,2025-11-12,上海资金买入，成功率42.95%,7.22,10.061,89623286.72,261119797.97,171496511.25,432616309.22,1762956958.0,5.083691142504,24.539243981928,14.0113,13051937975.24,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-0.41551247,-2.07756233,,
511,600568,ST中珠,2025-11-13,普通席位买入，成功率46.35%,2.18,4.8077,-3902817.32,23121835.48,27024652.8,50146488.28,269408432.0,-1.448661903797,18.613555599477,4.0433,3638566668.22,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,5.04587156,,,
512,600593,大连圣亚,2025-11-06,普通席位卖出，成功率46.64%,50.34,-9.9946,44434480.0,99016530.0,54582050.0,153598580.0,634387166.0,7.004315720977,24.212119701047,9.5956,6483792000.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-3.8537942,0.83432658,-1.66865316,
513,600593,大连圣亚,2025-11-06,卖一主卖，成功率42.59%,50.34,-9.9946,-60214375.0,183417879.0,243632254.0,427050133.0,2087825026.0,-2.88407190498,20.454306643607,9.5956,6483792000.0,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,-3.8537942,0.83432658,-1.66865316,
514,600593,大连圣亚,2025-11-05,普通席位卖出，成功率37.64%,55.93,-9.9936,-114585184.0,109157549.0,223742733.0,332900282.0,1453437860.0,-7.883734637269,22.904335380393,18.7745,7203784000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-9.99463615,-13.46325764,-16.35973538,
515,600593,大连圣亚,2025-11-05,普通席位卖出，成功率37.64%,55.93,-9.9936,-114585184.0,109157549.0,223742733.0,332900282.0,1453437860.0,-7.883734637269,22.904335380393,18.7745,7203784000.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,-9.99463615,-13.46325764,-16.35973538,
516,600593,大连圣亚,2025-11-04,买一主买，成功率47.72%,62.14,10.0018,-18335950.91,398576725.09,416912676.0,815489401.09,2475566692.0,-0.74067691124,32.94152420637,11.7175,8003632000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-9.99356292,-18.98937882,-23.72063083,
517,600596,新安股份,2025-11-13,普通席位买入，成功率42.68%,12.39,10.0355,12972636.33,186240721.53,173268085.2,359508806.73,991105599.0,1.308905563957,36.27351183292,5.9826,16721507437.11,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-0.88781275,,,
518,600599,*ST熊猫,2025-11-03,普通席位买入，成功率50.44%,9.93,4.9683,850180.609999999,25604853.61,24754673.0,50359526.61,185864897.0,0.457418600135,27.094694814804,3.8779,1648380000.0,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,0.60422961,0.50352467,-3.12185297,
519,600608,*ST沪科,2025-11-05,普通席位买入，成功率47.58%,4.58,3.386,-4764301.3,15796209.66,20560510.96,36356720.62,116193478.0,-4.100317317294,31.289811825755,4.1529,1458141199.78,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,-1.31004367,-3.27510917,3.71179039,
520,600610,中毅达,2025-11-07,买一主买，成功率57.03%,12.3,10.0179,250261583.69,309615853.69,59354270.0,368970123.69,1457543591.0,17.170092560889,25.314517244514,17.0002,8839500511.5,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2.5203252,4.22764228,-2.76422764,
521,600617,国新能源,2025-11-14,买一主买，成功率45.98%,4.14,10.1064,53230558.49,90268461.61,37037903.12,127306364.73,493429307.0,10.787879385121,25.800324975428,6.9122,7389159004.21,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,
522,600618,氯碱化工,2025-11-07,上海资金买入，成功率53.84%,12.5,10.0352,45166336.0,71694731.0,26528395.0,98223126.0,190006916.0,23.770890529058,51.694500425448,2.0714,9661657300.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,4.88,4.24,6.4,
523,600624,ST复华,2025-11-03,普通席位买入，成功率32.05%,6.16,4.9404,4458950.54,20832028.54,16373078.0,37205106.54,223032418.0,1.999238756404,16.681479254733,0.2571,4184777162.72,ST、*ST证券连续三个交易日内收盘价格涨幅偏离值累计达到12%的证券,-0.32467532,1.2987013,-6.16883117,
524,600667,太极实业,2025-11-03,普通席位买入，成功率46.03%,9.54,10.0346,330264973.86,545500099.71,215235125.85,760735225.56,3545547674.0,9.314921254109,21.45607097991,18.5988,19953312378.12,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,-2.09643606,-0.31446541,4.08805031,
525,600667,太极实业,2025-11-03,普通席位买入，成功率46.03%,9.54,10.0346,330264973.86,545500099.71,215235125.85,760735225.56,3545547674.0,9.314921254109,21.45607097991,18.5988,19953312378.12,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,-2.09643606,-0.31446541,4.08805031,
